ReceiptHeaderId,Type,AccountSlRef,DlRef,Number,Date,CurrencyRef,Description,Description_En,Discount,TotalAmount,ItemType,State,CreatorForm,Creator,CreationDate,LastModifier,LastModificationDate,Version,Rate,CashRef,Amount,AmountInBaseCurrency,FiscalYearRef,VoucherRef,DiscountRate,DiscountInBaseCurrency,TotalAmountInBaseCurrency,Guid,ReceiptAmount
8067,32,789,133,46,2026-05-12 00:00:00,1,انتقالي از پارسيان به ملت 6092,انتقالي از پارسيان به ملت 6092,0.0000,2000000000.0000,8,1,4,11,2026-05-30 12:33:22,11,2026-05-30 12:33:22,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8068,32,789,133,47,2026-05-12 00:00:00,1,انتقالي از پارسيان به ملت 6092,انتقالي از پارسيان به ملت 6092,0.0000,600000000.0000,8,1,4,11,2026-05-30 12:33:44,11,2026-05-30 12:33:44,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,600000000.0000,,600000000.0000
8069,1,799,74,224,2026-05-05 00:00:00,1,واريز توسط اسنپ فود,واريز توسط اسنپ فود,0.0000,7169000000.0000,8,1,0,11,2026-05-30 15:21:17,11,2026-05-30 15:21:17,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,7169000000.0000,,7169000000.0000
8071,1,799,74,225,2026-05-17 00:00:00,1,واريز توسط اسنپ فود,واريز توسط اسنپ فود,0.0000,9093000000.0000,8,1,0,11,2026-05-30 17:05:15,11,2026-05-30 17:05:15,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,9093000000.0000,,9093000000.0000
8073,1,799,26,226,2026-04-29 00:00:00,1,بابت فروش 1405/02/08,بابت فروش 1405/02/08,0.0000,1091310000.0000,8,2,0,11,2026-05-30 17:22:49,11,2026-06-22 14:14:42,5,1.0000000000000000,1,0.0000,0.0000,1,1046,1.0000000000000000,0.0000,1091310000.0000,,1091310000.0000
8074,1,799,26,227,2026-04-30 00:00:00,1,بابت فروش 1405/02/09,بابت فروش 1405/02/09,0.0000,1069070000.0000,8,2,0,11,2026-05-30 17:22:50,11,2026-06-16 16:08:39,3,1.0000000000000000,1,0.0000,0.0000,1,978,1.0000000000000000,0.0000,1069070000.0000,,1069070000.0000
8075,1,799,26,228,2026-05-01 00:00:00,1,بابت فروش 1405/02/10,بابت فروش 1405/02/10,0.0000,1934595000.0000,8,2,0,11,2026-05-30 17:22:51,11,2026-06-16 16:34:45,2,1.0000000000000000,1,0.0000,0.0000,1,981,1.0000000000000000,0.0000,1934595000.0000,,1934595000.0000
8076,1,799,26,229,2026-05-02 00:00:00,1,بابت فروش 1405/02/11,بابت فروش 1405/02/11,0.0000,1561160000.0000,8,2,0,11,2026-05-30 17:22:52,11,2026-06-17 13:31:02,3,1.0000000000000000,1,0.0000,0.0000,1,988,1.0000000000000000,0.0000,1561160000.0000,,1561160000.0000
8077,1,799,26,230,2026-05-03 00:00:00,1,بابت فروش 1405/02/12,بابت فروش 1405/02/12,0.0000,993890000.0000,8,2,0,11,2026-05-30 17:22:53,11,2026-06-17 15:18:43,3,1.0000000000000000,1,0.0000,0.0000,1,992,1.0000000000000000,0.0000,993890000.0000,,993890000.0000
8078,1,799,26,231,2026-05-04 00:00:00,1,بابت فروش 1405/02/13,بابت فروش 1405/02/13,0.0000,1141280000.0000,8,2,0,11,2026-05-30 17:22:54,11,2026-06-17 15:43:07,3,1.0000000000000000,1,0.0000,0.0000,1,996,1.0000000000000000,0.0000,1141280000.0000,,1141280000.0000
8079,1,799,26,232,2026-05-05 00:00:00,1,بابت فروش 1405/02/14,بابت فروش 1405/02/14,0.0000,952600000.0000,8,2,0,11,2026-05-30 17:22:55,11,2026-06-20 11:03:48,3,1.0000000000000000,1,0.0000,0.0000,1,1000,1.0000000000000000,0.0000,952600000.0000,,952600000.0000
8080,1,799,26,233,2026-05-06 00:00:00,1,بابت فروش 1405/02/15,بابت فروش 1405/02/15,0.0000,1072210000.0000,8,2,0,11,2026-05-30 17:22:56,11,2026-06-20 12:12:13,3,1.0000000000000000,1,0.0000,0.0000,1,1004,1.0000000000000000,0.0000,1072210000.0000,,1072210000.0000
8081,1,799,26,234,2026-05-07 00:00:00,1,بابت فروش 1405/02/16,بابت فروش 1405/02/16,0.0000,44350000.0000,8,2,0,11,2026-05-30 17:22:57,11,2026-06-20 14:29:57,3,1.0000000000000000,1,0.0000,0.0000,1,1009,1.0000000000000000,0.0000,44350000.0000,,44350000.0000
8082,1,799,26,235,2026-05-08 00:00:00,1,بابت فروش 1405/02/17,بابت فروش 1405/02/17,0.0000,1602725000.0000,8,2,0,11,2026-05-30 17:22:58,11,2026-06-20 15:01:18,3,1.0000000000000000,1,0.0000,0.0000,1,1014,1.0000000000000000,0.0000,1602725000.0000,,1602725000.0000
8083,1,799,26,236,2026-05-09 00:00:00,1,بابت فروش 1405/02/18,بابت فروش 1405/02/18,0.0000,1539020000.0000,8,2,0,11,2026-05-30 17:22:59,11,2026-06-22 14:06:22,3,1.0000000000000000,1,0.0000,0.0000,1,1043,1.0000000000000000,0.0000,1539020000.0000,,1539020000.0000
8084,1,799,26,237,2026-05-10 00:00:00,1,بابت فروش 1405/02/19,بابت فروش 1405/02/19,0.0000,937500000.0000,8,2,0,11,2026-05-30 17:23:01,11,2026-06-22 14:49:38,3,1.0000000000000000,1,0.0000,0.0000,1,1049,1.0000000000000000,0.0000,937500000.0000,,937500000.0000
8085,1,799,26,238,2026-05-11 00:00:00,1,بابت فروش 1405/02/20,بابت فروش 1405/02/20,0.0000,1233910000.0000,8,2,0,11,2026-05-30 17:23:02,11,2026-06-23 11:14:06,3,1.0000000000000000,1,0.0000,0.0000,1,1055,1.0000000000000000,0.0000,1233910000.0000,,1233910000.0000
8086,1,799,26,239,2026-05-12 00:00:00,1,بابت فروش 1405/02/21,بابت فروش 1405/02/21,0.0000,956130000.0000,8,2,0,11,2026-05-30 17:23:03,11,2026-06-23 14:01:16,3,1.0000000000000000,1,0.0000,0.0000,1,1064,1.0000000000000000,0.0000,956130000.0000,,956130000.0000
8087,1,799,26,240,2026-05-13 00:00:00,1,بابت فروش 1405/02/22,بابت فروش 1405/02/22,0.0000,1128510000.0000,8,2,0,11,2026-05-30 17:23:04,11,2026-06-24 10:43:22,3,1.0000000000000000,1,0.0000,0.0000,1,1073,1.0000000000000000,0.0000,1128510000.0000,,1128510000.0000
8088,1,799,26,241,2026-05-14 00:00:00,1,بابت فروش 1405/02/23,بابت فروش 1405/02/23,0.0000,1296860000.0000,8,2,0,11,2026-05-30 17:23:05,11,2026-06-24 11:39:50,3,1.0000000000000000,1,0.0000,0.0000,1,1077,1.0000000000000000,0.0000,1296860000.0000,,1296860000.0000
8089,1,799,26,242,2026-05-15 00:00:00,1,بابت فروش 1405/02/24,بابت فروش 1405/02/24,0.0000,1698180000.0000,8,2,0,11,2026-05-30 17:23:06,11,2026-06-24 13:43:25,3,1.0000000000000000,1,0.0000,0.0000,1,1081,1.0000000000000000,0.0000,1698180000.0000,,1698180000.0000
8090,1,799,26,243,2026-05-16 00:00:00,1,بابت فروش 1405/02/25,بابت فروش 1405/02/25,0.0000,1580660000.0000,8,2,0,11,2026-05-30 17:23:07,11,2026-06-24 14:23:30,3,1.0000000000000000,1,0.0000,0.0000,1,1085,1.0000000000000000,0.0000,1580660000.0000,,1580660000.0000
8091,1,799,26,244,2026-05-17 00:00:00,1,بابت فروش 1405/02/26,بابت فروش 1405/02/26,0.0000,968750000.0000,8,2,0,11,2026-05-30 17:23:08,11,2026-06-24 15:26:58,3,1.0000000000000000,1,0.0000,0.0000,1,1089,1.0000000000000000,0.0000,968750000.0000,,968750000.0000
8092,1,799,26,245,2026-05-18 00:00:00,1,بابت فروش 1405/02/27,بابت فروش 1405/02/27,0.0000,1363090000.0000,8,2,0,11,2026-05-30 17:23:09,11,2026-06-27 11:51:40,3,1.0000000000000000,1,0.0000,0.0000,1,1093,1.0000000000000000,0.0000,1363090000.0000,,1363090000.0000
8093,1,799,26,246,2026-05-19 00:00:00,1,بابت فروش 1405/02/28,بابت فروش 1405/02/28,0.0000,1218080000.0000,8,2,0,11,2026-05-30 17:23:10,11,2026-06-27 14:43:48,3,1.0000000000000000,1,0.0000,0.0000,1,1099,1.0000000000000000,0.0000,1218080000.0000,,1218080000.0000
8094,1,799,26,247,2026-05-20 00:00:00,1,بابت فروش 1405/02/29,بابت فروش 1405/02/29,0.0000,1297230000.0000,8,2,0,11,2026-05-30 17:23:11,11,2026-06-27 15:21:43,3,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,1297230000.0000,,1297230000.0000
8095,1,799,26,248,2026-05-21 00:00:00,1,بابت فروش 1405/02/30,بابت فروش 1405/02/30,0.0000,1312250000.0000,8,2,0,11,2026-05-30 17:23:12,11,2026-06-27 16:03:56,2,1.0000000000000000,1,0.0000,0.0000,1,1108,1.0000000000000000,0.0000,1312250000.0000,,1312250000.0000
8096,1,799,26,249,2026-05-22 00:00:00,1,بابت فروش 1405/02/31,بابت فروش 1405/02/31,0.0000,2397250000.0000,8,2,0,11,2026-05-30 17:23:13,11,2026-06-28 14:58:28,3,1.0000000000000000,1,0.0000,0.0000,1,1113,1.0000000000000000,0.0000,2397250000.0000,,2397250000.0000
8098,1,799,74,250,2026-05-24 00:00:00,1,واريز توسط اسنپ فود,واريز توسط اسنپ فود,0.0000,10130110450.0000,8,1,0,11,2026-05-31 11:19:13,11,2026-05-31 11:19:13,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,10130110450.0000,,10130110450.0000
8103,32,789,135,51,2026-05-26 00:00:00,1,انتقالي از ملي 4002 به پارسيان,انتقالي از ملي 4002 به پارسيان,0.0000,52000000000.0000,8,1,4,11,2026-05-31 12:03:53,11,2026-05-31 12:03:53,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,52000000000.0000,,52000000000.0000
8105,1,799,82,251,2026-04-27 00:00:00,1,پوز نامشخص به پارسيان اقا مجيد,پوز نامشخص به پارسيان اقا مجيد,0.0000,1000000.0000,8,1,0,11,2026-05-31 12:57:40,11,2026-05-31 12:57:40,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,1000000.0000,,1000000.0000
8106,1,799,82,252,2026-05-25 00:00:00,1,عودت توسط پرواز نوين اسپادانا سرويس مدرسه محمد امين ,عودت توسط پرواز نوين اسپادانا سرويس مدرسه محمد امين ,0.0000,66687233.0000,8,1,0,11,2026-05-31 17:18:15,11,2026-05-31 17:18:15,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,66687233.0000,,66687233.0000
8107,2,799,5,253,2026-05-24 00:00:00,1,واريز فروش ضايعات اماده سازي به ملت 890,واريز فروش ضايعات اماده سازي به ملت 890,0.0000,183610000.0000,8,1,0,11,2026-06-03 10:49:31,11,2026-06-03 10:50:26,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,183610000.0000,,183610000.0000
8111,1,799,26,254,2026-04-21 00:00:00,1,بابت فروش 1405/02/01,بابت فروش 1405/02/01,0.0000,92170000.0000,8,2,0,11,2026-06-03 16:33:22,11,2026-06-14 15:30:31,2,1.0000000000000000,1,0.0000,0.0000,1,920,1.0000000000000000,0.0000,92170000.0000,,92170000.0000
8112,1,799,26,255,2026-04-22 00:00:00,1,بابت فروش 1405/02/02,بابت فروش 1405/02/02,0.0000,107260000.0000,8,2,0,11,2026-06-03 16:33:22,11,2026-06-15 09:42:13,2,1.0000000000000000,1,0.0000,0.0000,1,926,1.0000000000000000,0.0000,107260000.0000,,107260000.0000
8113,1,799,26,256,2026-04-23 00:00:00,1,بابت فروش 1405/02/03,بابت فروش 1405/02/03,0.0000,158800000.0000,8,2,0,11,2026-06-03 16:33:23,11,2026-06-15 11:01:39,7,1.0000000000000000,1,0.0000,0.0000,1,936,1.0000000000000000,0.0000,158800000.0000,,158800000.0000
8114,1,799,26,257,2026-04-24 00:00:00,1,بابت فروش 1405/02/04,بابت فروش 1405/02/04,0.0000,255700850.0000,8,2,0,11,2026-06-03 16:33:24,11,2026-06-15 13:32:09,3,1.0000000000000000,1,0.0000,0.0000,1,942,1.0000000000000000,0.0000,255700850.0000,,255700850.0000
8115,1,799,26,258,2026-04-25 00:00:00,1,بابت فروش 1405/02/05,بابت فروش 1405/02/05,0.0000,235170000.0000,8,2,0,11,2026-06-03 16:33:24,11,2026-06-15 15:04:01,3,1.0000000000000000,1,0.0000,0.0000,1,950,1.0000000000000000,0.0000,235170000.0000,,235170000.0000
8116,1,799,26,259,2026-04-26 00:00:00,1,بابت فروش 1405/02/06,بابت فروش 1405/02/06,0.0000,202440000.0000,8,2,0,11,2026-06-03 16:33:25,11,2026-06-15 16:30:57,3,1.0000000000000000,1,0.0000,0.0000,1,955,1.0000000000000000,0.0000,202440000.0000,,202440000.0000
8117,1,799,26,260,2026-04-27 00:00:00,1,بابت فروش 1405/02/07,بابت فروش 1405/02/07,0.0000,141650000.0000,8,2,0,11,2026-06-03 16:33:26,11,2026-06-16 12:27:38,2,1.0000000000000000,1,0.0000,0.0000,1,967,1.0000000000000000,0.0000,141650000.0000,,141650000.0000
8118,1,799,26,261,2026-04-28 00:00:00,1,بابت فروش 1405/02/08,بابت فروش 1405/02/08,0.0000,173740000.0000,8,2,0,11,2026-06-03 16:33:26,11,2026-06-16 15:09:26,3,1.0000000000000000,1,0.0000,0.0000,1,972,1.0000000000000000,0.0000,173740000.0000,,173740000.0000
8119,1,799,26,262,2026-04-29 00:00:00,1,بابت فروش 1405/02/09,بابت فروش 1405/02/09,0.0000,125400000.0000,8,2,0,11,2026-06-03 16:33:27,11,2026-06-16 16:08:38,3,1.0000000000000000,1,0.0000,0.0000,1,977,1.0000000000000000,0.0000,125400000.0000,,125400000.0000
8120,1,799,26,263,2026-05-01 00:00:00,1,بابت فروش 1405/02/11,بابت فروش 1405/02/11,0.0000,359030000.0000,8,2,0,11,2026-06-03 16:33:28,11,2026-06-17 13:31:02,3,1.0000000000000000,1,0.0000,0.0000,1,987,1.0000000000000000,0.0000,359030000.0000,,359030000.0000
8121,1,799,26,264,2026-05-02 00:00:00,1,بابت فروش 1405/02/12,بابت فروش 1405/02/12,0.0000,33710000.0000,8,2,0,11,2026-06-03 16:33:29,11,2026-06-17 15:18:38,2,1.0000000000000000,1,0.0000,0.0000,1,991,1.0000000000000000,0.0000,33710000.0000,,33710000.0000
8122,1,799,26,265,2026-05-03 00:00:00,1,بابت فروش 1405/02/13,بابت فروش 1405/02/13,0.0000,87120000.0000,8,2,0,11,2026-06-03 16:33:29,11,2026-06-17 15:43:06,2,1.0000000000000000,1,0.0000,0.0000,1,995,1.0000000000000000,0.0000,87120000.0000,,87120000.0000
8123,1,799,26,266,2026-05-04 00:00:00,1,بابت فروش 1405/02/14,بابت فروش 1405/02/14,0.0000,198540000.0000,8,2,0,11,2026-06-03 16:33:30,11,2026-06-20 11:03:47,3,1.0000000000000000,1,0.0000,0.0000,1,999,1.0000000000000000,0.0000,198540000.0000,,198540000.0000
8124,1,799,26,267,2026-05-05 00:00:00,1,بابت فروش 1405/02/15,بابت فروش 1405/02/15,0.0000,6950000.0000,8,2,0,11,2026-06-03 16:33:31,11,2026-06-20 12:12:12,3,1.0000000000000000,1,0.0000,0.0000,1,1003,1.0000000000000000,0.0000,6950000.0000,,6950000.0000
8125,1,799,26,268,2026-05-06 00:00:00,1,بابت فروش 1405/02/16,بابت فروش 1405/02/16,0.0000,94450000.0000,8,2,0,11,2026-06-03 16:33:31,11,2026-06-20 14:29:56,3,1.0000000000000000,1,0.0000,0.0000,1,1008,1.0000000000000000,0.0000,94450000.0000,,94450000.0000
8126,1,799,26,269,2026-05-07 00:00:00,1,بابت فروش 1405/02/17,بابت فروش 1405/02/17,0.0000,230400000.0000,8,2,0,11,2026-06-03 16:33:32,11,2026-06-20 15:01:18,2,1.0000000000000000,1,0.0000,0.0000,1,1013,1.0000000000000000,0.0000,230400000.0000,,230400000.0000
8127,1,799,26,270,2026-05-08 00:00:00,1,بابت فروش 1405/02/18,بابت فروش 1405/02/18,0.0000,289580000.0000,8,2,0,11,2026-06-03 16:33:33,11,2026-06-22 14:06:21,2,1.0000000000000000,1,0.0000,0.0000,1,1042,1.0000000000000000,0.0000,289580000.0000,,289580000.0000
8128,1,799,26,271,2026-05-09 00:00:00,1,بابت فروش 1405/02/19,بابت فروش 1405/02/19,0.0000,84760000.0000,8,2,0,11,2026-06-03 16:33:33,11,2026-06-22 14:49:37,3,1.0000000000000000,1,0.0000,0.0000,1,1048,1.0000000000000000,0.0000,84760000.0000,,84760000.0000
8129,1,799,26,272,2026-05-10 00:00:00,1,بابت فروش 1405/02/20,بابت فروش 1405/02/20,0.0000,111020000.0000,8,2,0,11,2026-06-03 16:33:34,11,2026-06-23 11:14:06,2,1.0000000000000000,1,0.0000,0.0000,1,1054,1.0000000000000000,0.0000,111020000.0000,,111020000.0000
8130,1,799,26,273,2026-05-11 00:00:00,1,بابت فروش 1405/02/21,بابت فروش 1405/02/21,0.0000,91880000.0000,8,2,0,11,2026-06-03 16:33:35,11,2026-06-23 14:01:16,2,1.0000000000000000,1,0.0000,0.0000,1,1063,1.0000000000000000,0.0000,91880000.0000,,91880000.0000
8131,1,799,26,274,2026-05-12 00:00:00,1,بابت فروش 1405/02/22,بابت فروش 1405/02/22,0.0000,139840000.0000,8,2,0,11,2026-06-03 16:33:36,11,2026-06-24 10:43:21,2,1.0000000000000000,1,0.0000,0.0000,1,1072,1.0000000000000000,0.0000,139840000.0000,,139840000.0000
8132,1,799,26,275,2026-05-13 00:00:00,1,بابت فروش 1405/02/23,بابت فروش 1405/02/23,0.0000,140260000.0000,8,2,0,11,2026-06-03 16:33:36,11,2026-06-24 11:39:50,3,1.0000000000000000,1,0.0000,0.0000,1,1076,1.0000000000000000,0.0000,140260000.0000,,140260000.0000
8133,1,799,26,276,2026-05-14 00:00:00,1,بابت فروش 1405/02/24,بابت فروش 1405/02/24,0.0000,311840000.0000,8,2,0,11,2026-06-03 16:33:37,11,2026-06-24 13:43:24,3,1.0000000000000000,1,0.0000,0.0000,1,1080,1.0000000000000000,0.0000,311840000.0000,,311840000.0000
8134,1,799,26,277,2026-05-15 00:00:00,1,بابت فروش 1405/02/25,بابت فروش 1405/02/25,0.0000,262980000.0000,8,2,0,11,2026-06-03 16:33:38,11,2026-06-24 14:23:29,3,1.0000000000000000,1,0.0000,0.0000,1,1084,1.0000000000000000,0.0000,262980000.0000,,262980000.0000
8135,1,799,26,278,2026-05-16 00:00:00,1,بابت فروش 1405/02/26,بابت فروش 1405/02/26,0.0000,20450000.0000,8,2,0,11,2026-06-03 16:33:38,11,2026-06-24 15:26:58,3,1.0000000000000000,1,0.0000,0.0000,1,1088,1.0000000000000000,0.0000,20450000.0000,,20450000.0000
8136,1,799,26,279,2026-05-18 00:00:00,1,بابت فروش 1405/02/28,بابت فروش 1405/02/28,0.0000,43010000.0000,8,2,0,11,2026-06-03 16:33:39,11,2026-06-27 14:43:48,2,1.0000000000000000,1,0.0000,0.0000,1,1098,1.0000000000000000,0.0000,43010000.0000,,43010000.0000
8137,1,799,26,280,2026-05-20 00:00:00,1,بابت فروش 1405/02/30,بابت فروش 1405/02/30,0.0000,7850000.0000,8,2,0,11,2026-06-03 16:33:40,11,2026-06-27 16:03:56,3,1.0000000000000000,1,0.0000,0.0000,1,1107,1.0000000000000000,0.0000,7850000.0000,,7850000.0000
8138,1,799,26,281,2026-05-21 00:00:00,1,بابت فروش 1405/02/31,بابت فروش 1405/02/31,0.0000,518070000.0000,8,2,0,11,2026-06-03 16:33:40,11,2026-06-28 14:58:27,2,1.0000000000000000,1,0.0000,0.0000,1,1112,1.0000000000000000,0.0000,518070000.0000,,518070000.0000
8139,1,799,26,282,2026-04-23 00:00:00,1,واريز توسط خانم ملتجي بابت بدهي غذا,واريز توسط خانم ملتجي بابت بدهي غذا,0.0000,17000000.0000,8,1,0,11,2026-06-03 16:38:49,11,2026-06-03 16:38:53,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,17000000.0000,,17000000.0000
8140,1,799,26,283,2026-04-30 00:00:00,1,بابت فروش 1405/02/10,بابت فروش 1405/02/10,0.0000,204440000.0000,8,2,0,11,2026-06-03 16:53:33,11,2026-06-16 16:34:41,3,1.0000000000000000,1,0.0000,0.0000,1,980,1.0000000000000000,0.0000,204440000.0000,,204440000.0000
8142,2,799,16,284,2026-05-06 00:00:00,1,واريز سود سپرده بانكي,واريز سود سپرده بانكي,0.0000,4393.0000,8,1,0,11,2026-06-03 17:09:47,11,2026-06-03 17:09:47,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,4393.0000,,4393.0000
8144,32,789,149,55,2026-05-06 00:00:00,1,انتقالي از ملي مارينا به ملت علي اقا ,انتقالي از ملي مارينا به ملت علي اقا ,0.0000,2000000000.0000,8,1,4,11,2026-06-03 17:10:59,11,2026-06-03 17:10:59,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8145,32,789,149,56,2026-05-06 00:00:00,1,انتقالي از ملي مارينا به ملت 890 علي اقا,انتقالي از ملي مارينا به ملت 890 علي اقا,0.0000,700000000.0000,8,1,4,11,2026-06-03 17:11:14,11,2026-06-03 17:11:14,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,700000000.0000,,700000000.0000
8146,2,813,247,285,2026-05-09 00:00:00,1,واريز از حساب ملي 12007 اقا مجيد به ملي مارينا بابت قسط وام ,واريز از حساب ملي 12007 اقا مجيد به ملي مارينا بابت قسط وام ,0.0000,347907668.0000,8,2,0,11,2026-06-03 17:19:21,11,2026-06-10 16:10:25,8,1.0000000000000000,1,0.0000,0.0000,1,911,1.0000000000000000,0.0000,347907668.0000,,347907668.0000
8147,1,799,26,286,2026-05-09 00:00:00,1,واريز نامشخص به ملي مارينا,واريز نامشخص به ملي مارينا,0.0000,7300000.0000,8,1,0,11,2026-06-04 11:12:29,11,2026-06-04 11:12:29,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,7300000.0000,,7300000.0000
8148,1,799,26,287,2026-05-15 00:00:00,1,واريز نامشخص به ملي مارينا,واريز نامشخص به ملي مارينا,0.0000,8700000.0000,8,1,0,11,2026-06-04 11:28:35,11,2026-06-04 11:28:35,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,8700000.0000,,8700000.0000
8150,32,789,149,57,2026-05-17 00:00:00,1,انتقالي از ملي مارينا به پارسيان اقا مجيد,انتقالي از ملي مارينا به پارسيان اقا مجيد,0.0000,700000000.0000,8,1,4,11,2026-06-04 11:37:47,11,2026-06-04 11:37:47,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,700000000.0000,,700000000.0000
8163,1,799,26,288,2026-05-22 00:00:00,1,بابت فروش 1405/03/01,بابت فروش 1405/03/01,0.0000,177320000.0000,8,2,0,11,2026-06-04 12:21:27,11,2026-07-01 11:09:57,4,1.0000000000000000,1,0.0000,0.0000,1,1122,1.0000000000000000,0.0000,177320000.0000,,177320000.0000
8164,1,799,26,289,2026-05-23 00:00:00,1,بابت فروش 1405/03/02,بابت فروش 1405/03/02,0.0000,104790000.0000,8,2,0,11,2026-06-04 12:21:27,11,2026-07-01 12:28:39,3,1.0000000000000000,1,0.0000,0.0000,1,1125,1.0000000000000000,0.0000,104790000.0000,,104790000.0000
8165,1,799,26,290,2026-05-25 00:00:00,1,بابت فروش 1405/03/04,بابت فروش 1405/03/04,0.0000,37830000.0000,8,2,0,11,2026-06-04 12:21:28,11,2026-07-01 14:33:41,3,1.0000000000000000,1,0.0000,0.0000,1,1136,1.0000000000000000,0.0000,37830000.0000,,37830000.0000
